1975,1980,1985,1990,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
0.72691358,0.65965063,0.604482839,0.557538395,0.521468817,0.526275265,0.518518519,0.516614301,0.525598562,0.521571213,0.515932521,0.508516711,0.54586152,0.54507358,0.538318942,0.537756849,0.526383919,0.504577261,0.488358862,0.48197856,0.458656848,0.447084068,0.412512427,0.391813653,0.390995423
0.157201646,0.185710195,0.204062573,0.217823924,0.218573927,0.215014437,0.202989622,0.197181758,0.175546513,0.171816127,0.168041237,0.159930025,0.151711102,0.149108274,0.156272512,0.159855403,0.169759507,0.168742296,0.169172867,0.174052503,0.177299288,0.180933405,0.187899446,0.182711727,0.170595067
0.115884774,0.154639175,0.191454588,0.224637681,0.259957257,0.258710298,0.278491859,0.286203942,0.298854926,0.30661266,0.316026242,0.331553264,0.302327895,0.305818146,0.305312497,0.302359209,0.303828835,0.326680444,0.342432385,0.343968937,0.364043865,0.371982527,0.399588127,0.42547462,0.43840951
